ABTEILUNG;NUMMER;CODE;NAME;EINHEIT;REF_UNTEN M;REF_OBEN M;REF_UNTEN W;REF_OBEN W
BLUT-CHEMIE;40580;snse2-M-0-19;Estradiol;pmol/l;;;;
BLUT-CHEMIE;38170;snse2-M-19-999;Estradiol;pmol/l;<;116;;
BLUT-CHEMIE;12504;SRANKL;sRANKL;;;;;
BLUT-CHEMIE;31140;sTFR-DXI;lösl. Transf.-Rezeptor;nmol/l;12.16;27.25;12.16;27.25
BLUT-CHEMIE;32037;Sultiam (Ospolot);Sultiam (Ospolot);µmol/l;6.9;27.7;6.9;27.7
BLUT-CHEMIE;18368;Syna ;#NAME?;min;;;;
BLUT-CHEMIE;13918;S100;Protein S-100;µg/l;<;0.105;<;0.105
BLUT-CHEMIE;31234;S100;Protein S-100;µg/l;<;0.105;<;0.105
BLUT-CHEMIE;37698;S100 8h;Protein S-100;µg/l;<;0.105;<;0.105
BLUT-CHEMIE;20911;TCR;Tacrolimus;µg/l;3;20;3;20
BLUT-CHEMIE;37877;TCR;Tacrolimus;µg/l;5;20;5;20
BLUT-CHEMIE;38598;TCR;Tacrolimus ;µg/l;5;20;5;20
BLUT-CHEMIE;29559;TCR;Tacrolimus;µg/l;5;20;5;20
BLUT-CHEMIE;241;TCR;Tacrolimus;µg/l;3;20;3;20
BLUT-CHEMIE;29819;TDM-ANAL;TDM-ANALGETIKA (Labor 4);;;;;
BLUT-CHEMIE;29814;TDM-ANTID;TDM-ANTIDEPR (Labor 4);;;;;
BLUT-CHEMIE;29816;TDM-ANTIEPI;TDM-ANTIEPI (Labor4);;;;;
BLUT-CHEMIE;29815;TDM-BENZO;TDM-BENZO (Labor 4);;;;;
BLUT-CHEMIE;29818;TDM-CYTO;TDM-CYTOSTAT (Labor 4);;;;;
BLUT-CHEMIE;29820;TDM-KARD;TDM-KARDIAK (Labor 4);;;;;
BLUT-CHEMIE;29813;TDM-NEURO;TDM-NEUROLEP (Labor 4);;;;;
BLUT-CHEMIE;29817;TDM-TUBER;TDM-TUBERK (Labor 4);;;;;
BLUT-CHEMIE;29821;TDM-VIT;TDM-VITAMIN (Labor 4);;;;;
BLUT-CHEMIE;21514;TD001;T & D 1;Position;;;;
BLUT-CHEMIE;21527;TD001-1;T & D 1-1;Position;;;;
BLUT-CHEMIE;21528;TD001-2;T & D 1-2;Position;;;;
BLUT-CHEMIE;21515;TD002;T & D 2;Position;;;;
BLUT-CHEMIE;21529;TD002-1;T & D 2-1;Position;;;;
BLUT-CHEMIE;21530;TD002-2;T & D 2-2;Position;;;;
BLUT-CHEMIE;11978;TEICO;Teicoplanin;mg/l;;;;
BLUT-CHEMIE;38141;Temazepam;Temazepam;ng/ml;600;1100;600;1100
BLUT-CHEMIE;9001;Test;Test, nicht bestellen;;;;;
BLUT-CHEMIE;27428;Test;Test-DSX - nicht verwenden!;;;;;
BLUT-CHEMIE;26854;Test;Test-Liaison - nicht verwenden!;;;;;
BLUT-CHEMIE;15382;TEST-Architect;Test-Architect;;;;;
BLUT-CHEMIE;15381;TEST-AXSYM;Test-AxSYM;;;;;
BLUT-CHEMIE;38781;testLQ;TEST für Labuniq;mmol/l;136;144;136;144
BLUT-CHEMIE;13924;Testo;Testosteron total;nmol/l;;;;
BLUT-CHEMIE;40563;Testo-F-0-19;Testosteron total;nmol/l;;;;
BLUT-CHEMIE;40564;Testo-F-19-999;Testosteron total;nmol/l;;;0.52;2.43
BLUT-CHEMIE;40560;Testo-M-0-10;Testosteron total;nmol/l;;;;
BLUT-CHEMIE;40561;Testo-M-10-19;Testosteron total;nmol/l;;;;
BLUT-CHEMIE;38310;Testo-M-19-999;Testosteron total;nmol/l;9.72;38.17;;
BLUT-CHEMIE;10801;Testo10;Testost. tot.;nmol/l;0.43;3.91;0.55;2.21
BLUT-CHEMIE;10802;Testo12;Testost. tot.;nmol/l;0.88;3.91;0.6;1.95
BLUT-CHEMIE;10803;Testo14;Testost. tot.;nmol/l;3.07;11.22;0.69;2.9
BLUT-CHEMIE;10804;Testo16;Testost. tot.;nmol/l;9.14;37.04;0.4;2.64
BLUT-CHEMIE;10799;Testo6;Testost. tot.;nmol/l;<;1.74;<;1.37
BLUT-CHEMIE;10800;Testo8;Testost. tot.;nmol/l;<;1.77;0.53;2.43
BLUT-CHEMIE;5991;Test1;Test1;;;;;
BLUT-CHEMIE;5992;Test2;Test2;;;;;
BLUT-CHEMIE;502;TEST2;TEST2 EDTA-Plasma;;;;;
BLUT-CHEMIE;5993;Test3;Test3;;;;;
BLUT-CHEMIE;5994;Test4;Test4;;;;;
BLUT-CHEMIE;5995;Test5;Test5;;;;;
BLUT-CHEMIE;5996;Test6;Test6;;;;;
BLUT-CHEMIE;13773;Thallium;Thallium;nmol/l;<;25;<;25
BLUT-CHEMIE;38505;THBS1;Thrombospondin 1;µg/l;2691;165700;2691;165700
BLUT-CHEMIE;22077;Theo;Theophyllin;µmol/l;56;111;56;111
BLUT-CHEMIE;31856;THGL-DXI;Thyreoglobulin (Tg2);µg/l;<;35;<;35
BLUT-CHEMIE;13973;THGL-DXI;Thyreoglobulin;µg/l;<;35;<;35
BLUT-CHEMIE;21643;THGL-S;Thyreoglobulin;µg/l;<;60;<;60
BLUT-CHEMIE;30298;Thiori;Thioridazin;µmol/l;0.54;2.7;0.54;2.7
BLUT-CHEMIE;203;TNF;TNF-a;pg/ml;<;6.3;<;6.3
BLUT-CHEMIE;36916;TNF;TNF-a;pg/ml;<;12;<;12
BLUT-CHEMIE;37650;tnf a;TNF alpha;pg/ml;<;12;<;12
BLUT-CHEMIE;12259;TNFPOLY;TNF Polymorphismus;pg/ml;;;;
BLUT-CHEMIE;33692;Tobra-AU;Tobramycin;mg/l;<;1;<;1
BLUT-CHEMIE;14806;Tobra-AU-nach;Tobramycin (nach);mg/l;6;12;6;12
BLUT-CHEMIE;14796;Tobra-DXC;Tobramycin;mg/l;<;2;<;2
BLUT-CHEMIE;11057;Tolbutamid; Tolbutamid;;;;;
BLUT-CHEMIE;21809;Topiramat;Topiramat;µmol/l;6;74;6;74
BLUT-CHEMIE;36391;Topiramat;Topiramat;µmol/l;5.9;29.5;5.9;29.5
BLUT-CHEMIE;29676;Topiramat;Topiramat;µmol/l;14.7;59;14.7;59
BLUT-CHEMIE;150;TPA;TPA;U/l;<;75;<;75
BLUT-CHEMIE;14595;TP-AU;Total Proteine;g/l;63;83;63;83
BLUT-CHEMIE;14630;TP-AU-Dia;TP (Dialysat);g/l;;;;
BLUT-CHEMIE;11078;TP-L;T.Proteine Liquor;g/l;0.15;0.45;0.15;0.45
BLUT-CHEMIE;30154;TPMT;TPMT-Aktivität;nmol MTG/gHb*h;;;;
BLUT-CHEMIE;14677;TP-1J;Total Proteine;g/l;48;76;48;76
BLUT-CHEMIE;14676;TP-1M;Total Proteine;g/l;46;68;46;68
BLUT-CHEMIE;14678;TP-16J;Total Proteine;g/l;60;80;60;80
BLUT-CHEMIE;14776;Traf-AU;Transferrin;g/l;2;3.8;2;3.8
BLUT-CHEMIE;183;Traf-S;Transf.-Sättigung;%;15;50;15;50
BLUT-CHEMIE;11086;TRAK;TRAK (BRAHMS);IU/l;<;1;<;1
BLUT-CHEMIE;22087;TRAK;TRAK;IU/l;<;1.8;<;1.8
BLUT-CHEMIE;21879;Tram;Tramadol;µmol/l;0.38;3.8;0.38;3.8
BLUT-CHEMIE;12505;TRAP;TRAP;U/L;<;5.2;<;5.3
BLUT-CHEMIE;22422;Trazodon; Trazodon;µmol/l;1.88;2.69;1.88;2.69
BLUT-CHEMIE;13891;Trazodon;Trazodon;µmol/l;1.75;4;1.75;4
BLUT-CHEMIE;10881;Trazodon;Trazodon;µg/l;0.3;2.5;0.3;2.5
BLUT-CHEMIE;38228;TrazodonTitel;Trazodon;;;;;
BLUT-CHEMIE;14596;TRIG-AU;Triglyceride;mmol/l;<;1.7;<;1.7
BLUT-CHEMIE;13892;Trimipramin;Trimipramin;µmol/l;0.5;1.2;0.5;1.2
BLUT-CHEMIE;29677;Trimipramin;Trimipramin;µmol/l;0.5;1.02;0.5;1.02
BLUT-CHEMIE;30010;Troponin I+3 (Serum);Troponin I+3 (Serum);µg/l;<;0.03;<;0.03
BLUT-CHEMIE;32792;Troponin I+3 (Serum);Troponin I+3 (Serum);ng/l;<;30;<;30
BLUT-CHEMIE;21459;Troponin-DXI neu;Troponin I;µg/l;<;0.5;<;0.5
BLUT-CHEMIE;30009;TroponinI+3;Troponin I+3;µg/l;<;0.03;<;0.03
BLUT-CHEMIE;21466;Troponin-Ser-DXI neu;Troponin I (Serum);µg/l;<;0.5;<;0.5
BLUT-CHEMIE;33548;TSH (3.IS);TSH (3.IS);mlU/l;0.25;4;0.25;4
BLUT-CHEMIE;37890;TSH (3.IS) <3J;TSH (3.IS);mlU/l;;;;
BLUT-CHEMIE;11047;TSH 4Tage;TSH;mU/l;1;39;1;39
BLUT-CHEMIE;15385;TSH-AxSYM;TSH (AxSYM);mU/l;0.25;4;0.25;4
BLUT-CHEMIE;13958;TSH-DXI;TSH  (DxI);mU/l;0.25;4;0.25;4
BLUT-CHEMIE;15367;TSH-I2000;TSH;mU/l;0.25;4;0.25;4
BLUT-CHEMIE;15496;TSHn-AxSYM;TSH nach TRH;mU/l;;;;
BLUT-CHEMIE;21955;Tumor;Tumormarker wählen;;;;;
BLUT-CHEMIE;27313;T3;tot. T3;nmol/l;1.3;3.1;1.3;3.1
BLUT-CHEMIE;44;T3;tot. T3;nmol/l;1;3.1;1;3.1
BLUT-CHEMIE;11589;T3;tot. T3;ng/dl;87;178;87;178
BLUT-CHEMIE;95;T3n;tot. T3 nach TRH;nmol/l;0.9;2.4;0.9;2.4
BLUT-CHEMIE;29942;T3-0-6;tot. T3;nmol/l;1.12;4.43;1.12;4.43
BLUT-CHEMIE;29947;T3-12-20;tot. T3;nmol/l;1.4;3.34;1.4;3.34
BLUT-CHEMIE;29945;T3-1-6;tot. T3;nmol/l;1.42;3.8;1.42;3.8
BLUT-CHEMIE;29944;T3-4-12;tot. T3;nmol/l;1.32;4.07;1.32;4.07
BLUT-CHEMIE;29946;T3-7-11;tot. T3;nmol/l;1.43;3.55;1.43;3.55
BLUT-CHEMIE;29943;T3-7-3;tot. T3;nmol/l;1.23;4.22;1.23;4.22
BLUT-CHEMIE;11588;T4;tot. T4;µg/dl;6.1;12.2;6.1;12.2
BLUT-CHEMIE;18440;T4;tot. T4;nmol/l;78;157;78;157
BLUT-CHEMIE;27314;T4;tot. T4;nmol/l;66;181;66;181
BLUT-CHEMIE;96;T4n;tot. T4   nach TRH;nmol/l;60;145;60;145
BLUT-CHEMIE;12251;UCRE;Creatinin (Ur.);mmol/24h;9;21;7;14
BLUT-CHEMIE;13592;UCRE;Creatinin enz. (Ur.);mmol/24h;9;21;7;14
BLUT-CHEMIE;110;UCRE;Creatinin (Ur.);mmol/24h;8;15;8;15
BLUT-CHEMIE;10529;UCRE-O;Creatinin (Urin);mmol/l;;;;
BLUT-CHEMIE;13593;UCRE-O;Creatinin enz. (Urin);mmol/l;;;;
BLUT-CHEMIE;21385;URACDia-DXC;Harnsäure (Dialysat);µmol/l;;;;
BLUT-CHEMIE;14586;UREA-AU;Harnstoff;mmol/l;2;8;2;8
BLUT-CHEMIE;14617;UREA-AU-Di;Harnstoff (Dialysat);mmol/l;;;;
BLUT-CHEMIE;20580;UREA-DXC;Harnstoff nach HD;mmol/l;2;8;2;8
BLUT-CHEMIE;14585;URIC-AU;Harnsäure;µmol/l;210;430;150;360
BLUT-CHEMIE;38234;Ustek-Ak;Ustekinumab - Ak;UA/ml;<;1;<;1
BLUT-CHEMIE;38233;Ustek-Tal;Ustekinumab-Talspiegel;ng/ml;;;;
BLUT-CHEMIE;13927;VALPROFREI;freie Valproinsäure;%;6;22;6;22
BLUT-CHEMIE;83;V-AMIKA;Amikacin;mg/l;<;5;<;5
BLUT-CHEMIE;33927;Vanco-AU;Vancomycin;mg/l;15;20;15;20
BLUT-CHEMIE;22102;Vanco-DXC;Vancomycin;mg/l;10;15;10;15
BLUT-CHEMIE;14798;Vanco-DXC;Vancomycin;mg/l;<;10;<;10
BLUT-CHEMIE;37680;Vedoli;Vedolizumab-Antikörper;ng/ml;<;35;<;35
BLUT-CHEMIE;37679;Vedoli;Vedolizumab Talspiegel;µg/ml;;;;
BLUT-CHEMIE;22395;VEN-DES; Venlaf.+Desmethylv.;µmol/l;0.36;1.44;0.36;1.44
BLUT-CHEMIE;13893;Venlafaxin;Venlafaxin;µmol/l;0.7;1.44;0.7;1.44
BLUT-CHEMIE;10884;Venlafaxin;Venlafaxin;µg/l;50;400;50;400
BLUT-CHEMIE;22393;Venlafaxin;Venlafaxin;µmol/l;;;;
BLUT-CHEMIE;38261;Venla-Titel;Venlafaxin:;;;;;
BLUT-CHEMIE;19727;VER;Repetition;Tage;;;;
BLUT-CHEMIE;36539;VIGA;Vigabatrin;mg/l;2;10;2;10
BLUT-CHEMIE;289;VIGA;Vigabatrin;µmol/l;23;192;23;192
BLUT-CHEMIE;36017;VIGA;Vigabatrin;µg/ml;0.8;36;0.8;36
BLUT-CHEMIE;13774;VIGA;Vigabatrin;mg/l;10;60;10;60
BLUT-CHEMIE;20883;VIGA;Vigabatrin;mg/l;5;35;5;35
BLUT-CHEMIE;34448;VIGA;Vigabatrin;µg/ml;2;10;2;10
BLUT-CHEMIE;33629;VIP;VIP;ng/l;<;99;<;99
BLUT-CHEMIE;33462;Vit A;Vitamin A;µmol/l; ; ; ; 
BLUT-CHEMIE;33463;Vit A 0-1;Vitamin A;µmol/l;0.53;1.4;0.53;1.4
BLUT-CHEMIE;33465;Vit A 11-18;Vitamin A;µmol/l;1;2.1;1;2.1
BLUT-CHEMIE;33464;Vit A 2-10;Vitamin A;µmol/l;0.66;1.7;0.66;1.7
BLUT-CHEMIE;33467;Vit A=0;Vitamin A;µmol/l;0.35;1;0.35;1
BLUT-CHEMIE;33466;Vit A>18;Vitamin A;µmol/l;1.05;2.45;1.05;2.45
BLUT-CHEMIE;21743;Vit C;Vitamin C;mg/l;2;14;2;14
BLUT-CHEMIE;13775;Vit C;Vitamin C;mg/l;5;15;5;15
BLUT-CHEMIE;13783;Vit E;Vitamin E;mg/l;5;16;5;16
BLUT-CHEMIE;31382;Vit E;Vitamin E;µmol/l; ; ; ; 
BLUT-CHEMIE;32811;Vit E (HPLC);Vitamin E;µmol/l;;;;
BLUT-CHEMIE;32812;Vit E 0-12;Vitamin E;µmol/l;7;20.9;7;20.9
BLUT-CHEMIE;31383;Vit E 0-12;Vitamin E;µmol/l;7;20.9;7;20.9
BLUT-CHEMIE;11946;Vit E -12;Vitamin E;mg/l;4.3;9;4.3;9
BLUT-CHEMIE;32813;Vit E 13-19;Vitamin E;µmol/l;13.9;23.2;13.9;23.2
BLUT-CHEMIE;31384;Vit E 13-19;Vitamin E;µmol/l;13.9;23.2;13.9;23.2
BLUT-CHEMIE;11947;Vit E -19;Vitamin E;mg/l;5.6;10.3;5.6;10.3
BLUT-CHEMIE;32814;Vit E 19;Vitamin E;µmol/l;11.6;41.8;11.6;41.8
BLUT-CHEMIE;31385;Vit E 19;Vitamin E;µmol/l;11.6;41.8;11.6;41.8
BLUT-CHEMIE;11945;Vit E -6;Vitamin E;mg/l;3;9;3;9
BLUT-CHEMIE;10638;Vit K1;Vitamin K1;ng/l;50;900;50;900
BLUT-CHEMIE;23129;Vit K1;Vitamin K1;ng/l;110;1150;110;1150
BLUT-CHEMIE;30293;Vit K1;Vitamin K1;µg/l; ; ; ; 
BLUT-CHEMIE;38059;Vit K1;Vitamin K1;µg/l;0.13;1.19;0.13;1.19
BLUT-CHEMIE;35354;VitH;Vitamin H, Biotin;pmol/l;>;1023;>;1023
BLUT-CHEMIE;117;VLDL;VLDL-Cholesterin;mmol/l;0.1;1.1;0.1;1.1
BLUT-CHEMIE;55;V-NETIL;Netilmycin;mg/l;<;2;<;2
BLUT-CHEMIE;20934;V-NETIL;Netilmycin;µmol/l;<;4.2;<;4.2
BLUT-CHEMIE;20593;Vorico;Voriconazol;mg/l;1;6;1;6
BLUT-CHEMIE;14797;VPA-AU;Valproinsäure;mg/l;50;100;50;100
BLUT-CHEMIE;11489;WEF; Wellensitichfedern;;;;;
BLUT-CHEMIE;10653;XS;D-Xylose;mg/l;>;200;>;200
BLUT-CHEMIE;12506;YKL40;YKL-40;ng/ml;24;125;25;93
BLUT-CHEMIE;21735;Zink-AAS;Zink;µmol/l;11;18;11;18
BLUT-CHEMIE;18074;Zolpidem;Zolpidem;µmol/l;<;0.65;<;0.65
BLUT-CHEMIE;23128;Zolpidem;Zolpidem;µmol/l;0.26;0.49;0.26;0.49
BLUT-CHEMIE;36540;Zolpidem;Zolpidem;µmol/l;0.26;0.52;0.26;0.52
BLUT-CHEMIE;13751;Zopiclon;Zopiclon;nmol/l;<;250;<;250
BLUT-CHEMIE;13897;Zuclopenthixol;Zuclopenthixol;nmol/l;10;125;10;125
BLUT-CHEMIE;37672;11-D;11-Desoxycorticosteron;ng/dl;2;15;2;15
BLUT-CHEMIE;15514;11-D;11-Desoxycorticosteron;ng/dl;<;90;<;90
BLUT-CHEMIE;37671;11-DC;11-Desoxy-Cortisol;µg/l;<;2.5;<;2.5
BLUT-CHEMIE;15515;11-DC;11-Desoxycortisol;µg/l;<;8;<;8
BLUT-CHEMIE;36667;125VTD;1,25-OH-Vitamin D;pmol/l;48;190;48;190
BLUT-CHEMIE;36668;125VTD-18;1,25-OH-Vitamin D;pmol/l;84;213;84;213
BLUT-CHEMIE;11487;1.5-ah-D-G;1,5-Anhydro-D-Glucitol;mg/l;>;14;>;14
BLUT-CHEMIE;22933;5-FU-AUC; AUC;mg h/l;;;;
BLUT-CHEMIE;22932;5-FU-Dauer; Infusionsdauer;h;;;;
BLUT-CHEMIE;22931;5-FU-Konz; Konzentration;mg/l;;;;
BLUT-CHEMIE;38737;5-HIA;5-Hydroxyindolacetat;nmol/l;20.7;52.5;20.7;52.5
BLUT-CHEMIE;29826;9-OH;9-Hydroxy-Risperidon;nmol/l;;;;
URIN-CHEMIE;10522;ADR2C;Adrenalin;nmol/mmol Crea.;<;16;<;16
URIN-CHEMIE;10674;ADR2C1;Adrenalin;nmol/mmol Crea.;<;47;<;47
URIN-CHEMIE;10677;ADR2C19;Adrenalin;nmol/mmol Crea.;<;22;<;22
URIN-CHEMIE;10675;ADR2C4;Adrenalin;nmol/mmol Crea.;<;34;<;34
URIN-CHEMIE;10676;ADR2C9;Adrenalin;nmol/mmol Crea.;<;22;<;22
URIN-CHEMIE;2229;ADR2M;Adrenalin;nmol/24h;<;110;<;110
URIN-CHEMIE;10481;ADR2M1;Adrenalin;nmol/24h;<;17;<;17
URIN-CHEMIE;10485;ADR2M10;Adrenalin;nmol/24h;<;76;<;76
URIN-CHEMIE;10482;ADR2M2;Adrenalin;nmol/24h;<;22;<;22
URIN-CHEMIE;10483;ADR2M4;Adrenalin;nmol/24h;<;32;<;32
URIN-CHEMIE;10484;ADR2M7;Adrenalin;nmol/24h;<;55;<;55
URIN-CHEMIE;10486;ADR2M99;Adrenalin;nmol/24h;<;110;<;110
URIN-CHEMIE;2227;ADR2O;Adrenalin;nmol/l;;110;;110
URIN-CHEMIE;40881;ADR3C;Adrenalin ;nmol/mmol Crea;;;;
URIN-CHEMIE;40885;ADR3Cab16;Adrenalin ;nmol/mmol Crea;<;22;<;22
URIN-CHEMIE;40884;ADR3Cbis16;Adrenalin ;nmol/mmol Crea;;;;
URIN-CHEMIE;40869;ADR3M;Adrenalin ;nmol/24h;;;;
URIN-CHEMIE;40891;ADR3Mab16;Adrenalin ;nmol/l/24h;<;130;<;130
URIN-CHEMIE;40890;ADR3Mbis16;Adrenalin ;nmol/l/24h;;;;
URIN-CHEMIE;2261;ALAM;Aminolaevulin-Sre.;mg/24h;<;5.4;<;5.4
URIN-CHEMIE;2258;ALAO;5-ALA qn;µmol/mmol Crea;<;2.5;<;2.5
URIN-CHEMIE;15283;ALB-C;Albumin;mg/mmol Crea;<;2.26;<;2.26
URIN-CHEMIE;2255;ALBM;Albumin;mg/24h;<;30;<;30
URIN-CHEMIE;2254;ALBO;Albumin;mg/l;<;20;<;20
URIN-CHEMIE;21265;ALD FREI;Aldosteronl frei Aliquot;µg/l;;;;
URIN-CHEMIE;38356;AldoM;Aldost.;nmol/24h;3.3;78;3.3;78
URIN-CHEMIE;10492;AldoM;Aldost.;nmol/24h;0.2;1.3;0.2;1.3
URIN-CHEMIE;38357;AldoM-J;Aldost.;nmol/24h;1.4;13.9;1.4;13.9
URIN-CHEMIE;2264;AldoO;Aldosteron frei;nmol/l;;;;
URIN-CHEMIE;14020;Androsteron; 3.16.17-Androsteron;;;;;
URIN-CHEMIE;14008;Androsteron; Androsteron;;;;;
URIN-CHEMIE;2246;A1MGO;a-1-Microglobulin;mg/l;<;8;<;8
URIN-CHEMIE;33627;A-18-H;Aldost.-18-Glucrnd.;µg/24h;1.19;28.1;1.19;28.1
URIN-CHEMIE;12669;A-18-H O;Aldosteron-18-Glucuronid;µg/l;;;;
URIN-CHEMIE;12670;A-18-HM;Aldosteron-18-Glucuronid;µg/24h;3.5;20;3.5;20
URIN-CHEMIE;10478;BAG;Basophile Granulozyten;%;;;;
URIN-CHEMIE;2114;BAKT; Bakterien;;;;;
URIN-CHEMIE;2505;BAKT-KOVA; Bakterien;;keine;;keine;
URIN-CHEMIE;40648;BAKT-KOVA-A; Bakterien;;;;;
URIN-CHEMIE;2405;BAKT-UF-100; Bakterien;/µl;<;2000;<;3000
URIN-CHEMIE;42124;BAKT-U6500; Bakterien;;;;;
URIN-CHEMIE;42111;BIL; Bilirubin;;;;;
URIN-CHEMIE;2097;BIL; Bilirubin;;;;;
URIN-CHEMIE;11151;BleiO;Blei;µmol/l;<;0.4;<;0.4
URIN-CHEMIE;30076;BleiO;Blei;µmol/l;<;0.13;<;0.13
URIN-CHEMIE;43366;BMLQ-IMFIX;Immunfixation;;;;;
URIN-CHEMIE;43356;BMLQ-Phos-AU-U;Phosphat;mmol/l;;;;
URIN-CHEMIE;2235;B2MGBM;ß-2-MGB;µg/24h;<;150;<;150
URIN-CHEMIE;20820;B2MGBO;ß-2-Microglobulin;µg/l;<;150;<;150
URIN-CHEMIE;38210;B2MU;ß-2-Microglobulin;µg/l;<;300;<;300
URIN-CHEMIE;14305;Ca-AUU;Calcium;mmol/l;;;;
URIN-CHEMIE;41768;Ca-C;Calcium;mmol/mmol Crea;;;;
URIN-CHEMIE;41769;Ca-C 0-1jmf;Calcium;mmol/mmol Crea;<;2.29;<;2.29
URIN-CHEMIE;41775;Ca-C 10-17jmf;Calcium;mmol/mmol Crea;<;0.68;<;0.68
URIN-CHEMIE;41770;Ca-C 1-2jmf;Calcium;mmol/mmol Crea;<;1.58;<;1.58
URIN-CHEMIE;41776;Ca-C 17-999jmf;Calcium;mmol/mmol Crea;<;0.57;<;0.57
URIN-CHEMIE;41771;Ca-C 2-3jmf;Calcium;mmol/mmol Crea;<;1.41;<;1.41
URIN-CHEMIE;41772;Ca-C 3-5jmf;Calcium;mmol/mmol Crea;<;1.16;<;1.16
URIN-CHEMIE;41773;Ca-C 5-7jmf;Calcium;mmol/mmol Crea;<;0.85;<;0.85
URIN-CHEMIE;41774;Ca-C 7-10jmf;Calcium;mmol/mmol Crea;<;0.71;<;0.71
URIN-CHEMIE;35812;Ca-DXC;Calcium Urinportion;;;;;
URIN-CHEMIE;35813;Ca-DXC;Calcium Sammelurin;;;;;
URIN-CHEMIE;2293;CAM;Calcium;mmol/24h;<;7;<;7
URIN-CHEMIE;29939;Canna;Cannabis (Tetrahydrocannabinol);µg/l;;;;
URIN-CHEMIE;38133;CATAM-LQ;Catecholamine;;;;;
URIN-CHEMIE;40897;CATAM-PR;Catecholamine (Preis);;;;;
URIN-CHEMIE;20842;CATAM-PR;Catecholamine (Preis);;;;;
URIN-CHEMIE;14325;Ca24h-DXC;Calcium;mmol/24h;<;7;<;7
URIN-CHEMIE;10859;CFPM;Total Proteine;g/24h;<;0.15;<;0.15
URIN-CHEMIE;17829;CITRM;Citrat;mmol/24h;>;3;>;3
URIN-CHEMIE;39007;CITRM;Citrat;mmol/24h;1.25;2.76;0.6;4.84
URIN-CHEMIE;33645;CITRM;Citrat;mmol/24h;1.99;3.98;1.99;3.98
URIN-CHEMIE;24220;CITRM;Citrat;mmol/24h;0.94;5.39;0.94;5.39
URIN-CHEMIE;37838;CITRO;Citrat;µmol/mmolCrea;>;80;>;80
URIN-CHEMIE;2231;CITRO;Citrat;µmol/l;;;;
URIN-CHEMIE;37837;CITRO_B;Creatinin;;;;;
URIN-CHEMIE;14306;Cl-AU-U;Chlorid;mmol/l;;;;
URIN-CHEMIE;2292;CLM;Chlorid;mmol/24h;80;370;80;370
URIN-CHEMIE;14324;Cl24h-DXC;Chlorid;mmol/24h;80;370;80;370
URIN-CHEMIE;30006;Coca;Cocain;µg/l;;;;
URIN-CHEMIE;11785;CORT FREI;Cortisol frei;µg/l;;;;
URIN-CHEMIE;15071;CORT FREI;Cortisol frei;µg/l;;;;
URIN-CHEMIE;42473;CORT-F;Cortisol frei;nmol/l;;;;
URIN-CHEMIE;42474;CORT-F24;Cortisol frei;nmol/24h;;;;
URIN-CHEMIE;42475;CORT-F24-0-18j;Cortisol frei;nmol/24h;;;;
URIN-CHEMIE;42476;CORT-F24-18-999j;Cortisol frei;nmol/24h;9.5;111;9.5;111
URIN-CHEMIE;15072;CORTISOLFM;Cortisol frei;µg/24h;13;83;13;83
URIN-CHEMIE;29312;CORTISOLFM;Cortisol frei;µg/24h;36;136;36;136
URIN-CHEMIE;11541;CORTISOLFM;Cortisol frei;nmol/24h;69;361;69;361
URIN-CHEMIE;11537;CORTISOLFM;Cortisol frei;nmol/24h;39;268;39;268
URIN-CHEMIE;11784;CORTISOLFM;Cortisol frei;µg/24h;8;77;8;77
URIN-CHEMIE;15063;CORTISOLFM;Cortisol frei;µg/24h;13;83;13;83
URIN-CHEMIE;22078;CORTISOLFM10J;Cortisol frei;µg/24h;2;27;2;27
URIN-CHEMIE;22079;CORTISOLFM20J;Cortisol frei;µg/24h;5;55;5;55
URIN-CHEMIE;2267;CORTISOLM;Cortisol;nmol/24h;110;436;110;436
URIN-CHEMIE;38736;Cotinin;Cotinin;µg/l;<;11;<;11
URIN-CHEMIE;36879;Cotinin;Cotinin;µg/l;<;500;<;500
URIN-CHEMIE;15068;Cotinin;Cotinin;µg/l;;;;
URIN-CHEMIE;11642;Cotinin;Cotinin+Hydrocotinin;µg/l;<;499;<;499
URIN-CHEMIE;14609;Crea-AU-U;Creatinin;mmol/l;;;;
URIN-CHEMIE;22009;Crea-DXC;Creatinin Urinportion;mmol/l;;;;
URIN-CHEMIE;22010;Crea-DXC;Creatinin Sammelurin;mmol/l;;;;
URIN-CHEMIE;14841;CreaEnz-H902;Creatinin enz.;mmol/l;<;15;<;15
URIN-CHEMIE;13003;CreaEnzM;Creatinin enz.;mmol/24h;9;21;7;14
URIN-CHEMIE;13002;CreaEnzO;Creatinin enz.;mmol/l;<;15;<;15
URIN-CHEMIE;12252;CREAM;Creatinin;mmol/24h;9;21;7;14
URIN-CHEMIE;14658;Crea24h-DXC;Creatinin;mmol/24h;9;21;7;14
URIN-CHEMIE;20843;CROSS-PR;Crosslinks (Preis);nM;;;;
URIN-CHEMIE;27318;CYSTUM;Cystin;µmol/24h;<;1040;<;1040
URIN-CHEMIE;10606;CYSTUO;Cystin;µmol/l;;;;
URIN-CHEMIE;2120;DEC; Dysmorphe Ec;%;;;;
URIN-CHEMIE;2089;Dichte; Dichte;kg/l;;;;
URIN-CHEMIE;42112;Dichte; Dichte;kg/l;1.01;1.03;1.01;1.03
